"movies","start_year","end_year","genre_1","genre_2","genre_3","rating","director_1","director_2","star_1","star_2","star_3","star_4","votes","run_time","gross"
"bright",2017,NA,"Action","Fantasy","Thriller",6.3,"David Ayer",NA,"Will Smith","Joel Edgerton"," Noomi Rapace","Edgar Ramírez",175334,117,NA
"ender's game",2013,NA,"Action","Adventure","Fantasy",6.6,"Gavin Hood",NA,"Harrison Ford","Asa Butterfield"," Hailee Steinfeld","Abigail Breslin",228812,114,61.74
"shot caller",2017,NA,"Crime","Drama","Thriller",7.3,"Ric Roman Waugh",NA,"Nikolaj Coster-Waldau","Omari Hardwick"," Lake Bell","Jon Bernthal",77040,121,NA
"pieces of a woman",2020,NA,"Drama",NA,NA,7.1,"Kornél Mundruczó",NA,"Vanessa Kirby","Shia LaBeouf"," Ellen Burstyn","Iliza Shlesinger",41856,126,NA
"yes day",2021,NA,"Comedy","Family",NA,5.7,"Miguel Arteta",NA,"Jennifer Garner","Edgar Ramírez"," Jenna Ortega","Julian Lerner",19062,86,NA
"the ritual",2017,NA,"Horror","Mystery","Thriller",6.3,"David Bruckner",NA,"Rafe Spall","Arsher Ali"," Robert James-Collier","Sam Troughton",84230,94,NA
"force of nature",2020,NA,"Action","Crime","Drama",4.5,"Michael Polish",NA,"Emile Hirsch","Mel Gibson"," David Zayas","Kate Bosworth",9016,91,NA
"downsizing",2017,NA,"Drama","Fantasy","Sci-Fi",5.7,"Alexander Payne",NA,"Matt Damon","Christoph Waltz"," Hong Chau","Kristen Wiig",102222,135,24.45
"murder mystery",2019,NA,"Action","Comedy","Crime",6,"Kyle Newacheck",NA,"Adam Sandler","Jennifer Aniston"," Luke Evans","Terence Stamp",110725,97,NA
"poketto monsutâ",1997,NA,"Animation","Action","Adventure",7.5,NA,NA,"Veronica Taylor","Rachael Lillis"," Eric Stuart","Ikue Ôtani",39553,24,NA
"lone survivor",2013,NA,"Action","Biography","Drama",7.5,"Peter Berg",NA,"Mark Wahlberg","Taylor Kitsch"," Emile Hirsch","Ben Foster",273061,121,125.1
"extremely wicked, shockingly evil and vile",2019,NA,"Biography","Crime","Drama",6.7,"Joe Berlinger",NA,"Lily Collins","Zac Efron"," Angela Sarafyan","Sydney Vollmer",84387,110,NA
"the founder",2016,NA,"Biography","Drama",NA,7.2,"John Lee Hancock",NA,"Michael Keaton","Nick Offerman"," John Carroll Lynch","Linda Cardellini",134759,115,12.79
"mononoke-hime",1997,NA,"Animation","Action","Adventure",8.4,"Hayao Miyazaki",NA,"Yôji Matsuda","Yuriko Ishida"," Yûko Tanaka","Billy Crudup",359473,134,2.38
"seutateueob",2020,NA,"Comedy","Drama","Romance",8.1,NA,NA,"Bae Suzy","Nam Joo-Hyuk"," Kim Seon-Ho","Kang Han-na",5778,80,NA
"la catedral del mar",2018,NA,"Drama","History",NA,7.5,NA,NA,"Jordi Aguilar","Aitor Luna"," Pablo Derqui","Ginés García Millán",3574,55,NA
"beckett",2021,NA,"Action","Crime","Drama",NA,"Ferdinando Cito Filomarino",NA,"John David Washington","Alicia Vikander"," Boyd Holbrook","Vicky Krieps",NA,108,NA
"triple frontier",2019,NA,"Action","Adventure","Crime",6.4,"J.C. Chandor",NA,"Ben Affleck","Oscar Isaac"," Charlie Hunnam","Garrett Hedlund",115059,125,NA
"fondeados",2021,NA,"Comedy",NA,NA,4.2,"Marcos Bucay",NA,"Aldo Escalante","Ricardo Polanco"," Natalia Téllez","Fabrizio Santini",161,97,NA
"101 dalmatians",1996,NA,"Adventure","Comedy","Crime",5.7,"Stephen Herek",NA,"Glenn Close","Jeff Daniels"," Joely Richardson","Joan Plowright",106580,103,136.19
"el cartel de los sapos - el origen",2021,NA,"Crime","Drama",NA,5.5,NA,NA,"Sebastian Osorio","Estefania Piñeres"," Nicole Santamaria","Patricia Tamayo",26,NA,NA
"rampage",2018,NA,"Action","Adventure","Sci-Fi",6.1,"Brad Peyton",NA,"Dwayne Johnson","Naomie Harris"," Malin Akerman","Jeffrey Dean Morgan",151688,107,101.03
"the croods",2013,NA,"Animation","Adventure","Comedy",7.2,"Kirk DeMicco","
Chris Sanders
","Nicolas Cage","Ryan Reynolds"," Emma Stone","Catherine Keener",200206,98,187.17
"the clovehitch killer",2018,NA,"Crime","Drama","Mystery",6.6,"Duncan Skiles",NA,"Dylan McDermott","Charlie Plummer"," Samantha Mathis","Madisen Beaty",21572,109,0.01
"serebryanye konki",2020,NA,"Adventure","Drama","Family",7.1,"Michael Lockshin",NA,"Fedor Fedotov","Sonya Priss"," Yuriy Borisov","Kirill Zaytsev",3082,130,NA
"we can be heroes",2020,NA,"Action","Comedy","Drama",4.7,"Robert Rodriguez",NA,"YaYa Gosselin","Pedro Pascal"," Priyanka Chopra Jonas","Lyon Daniels",12202,100,NA
"the blues brothers",1980,NA,"Action","Adventure","Comedy",7.9,"John Landis",NA,"John Belushi","Dan Aykroyd"," Cab Calloway","John Candy",188459,133,57.23
"the highwaymen",2019,NA,"Biography","Crime","Drama",6.9,"John Lee Hancock",NA,"Kevin Costner","Woody Harrelson"," Kathy Bates","John Carroll Lynch",81703,132,NA
"father of the bride part 3 (ish)",2020,NA,"Short","Family",NA,7,"Nancy Meyers",NA,"Diane Keaton","Kieran Culkin"," Kimberly Williams-Paisley","Florence Pugh",669,26,NA
"hunt for the wilderpeople",2016,NA,"Adventure","Comedy","Drama",7.9,"Taika Waititi",NA,"Sam Neill","Julian Dennison"," Rima Te Wiata","Rachel House",118166,101,5.2
"eliza graves",2014,NA,"Drama","Horror","Thriller",6.8,"Brad Anderson",NA,"Kate Beckinsale","Jim Sturgess"," David Thewlis","Brendan Gleeson",53438,112,NA
"monty python and the holy grail",1975,NA,"Adventure","Comedy","Fantasy",8.2,"Terry Gilliam","
Terry Jones
","Graham Chapman","John Cleese"," Eric Idle","Terry Gilliam",513289,91,1.23
"what happened to monday",2017,NA,"Action","Crime","Fantasy",6.9,"Tommy Wirkola",NA,"Noomi Rapace","Glenn Close"," Willem Dafoe","Marwan Kenzari",112557,123,NA
"the best of enemies",2019,NA,"Biography","Drama","History",7.2,"Robin Bissell",NA,"Taraji P. Henson","Sam Rockwell"," Babou Ceesay","Anne Heche",13196,133,10.21
"his house",2020,NA,"Drama","Horror","Thriller",6.5,"Remi Weekes",NA,"Sope Dirisu","Wunmi Mosaku"," Malaika Wakoli-Abigaba","Matt Smith",32061,93,NA
"the harder they fall",2021,NA,"Drama","Western",NA,NA,"Jeymes Samuel",NA,"Jonathan Majors","Idris Elba"," Zazie Beetz","Edi Gathegi",NA,NA,NA
"atomic blonde",2017,NA,"Action","Thriller",NA,6.7,"David Leitch",NA,"Charlize Theron","James McAvoy"," John Goodman","Eddie Marsan",182505,115,51.69
"the lucky one",2012,NA,"Drama","Mystery","Romance",6.5,"Scott Hicks",NA,"Zac Efron","Taylor Schilling"," Blythe Danner","Riley Thomas Stewart",103765,101,60.46
"hillbilly elegy",2020,NA,"Drama",NA,NA,6.7,"Ron Howard",NA,"Amy Adams","Glenn Close"," Gabriel Basso","Haley Bennett",37137,116,NA
"spy kids",2001,NA,"Action","Adventure","Comedy",5.5,"Robert Rodriguez",NA,"Alexa PenaVega","Daryl Sabara"," Antonio Banderas","Carla Gugino",111413,88,112.72
"white house down",2013,NA,"Action","Drama","Thriller",6.3,"Roland Emmerich",NA,"Channing Tatum","Jamie Foxx"," Maggie Gyllenhaal","Jason Clarke",211395,131,73.1
"a perfect fit",2021,NA,"Comedy","Drama","Romance",5.2,"Hadrah Daeng Ratu",NA,"Nadya Arina","Refal Hady"," Giorgino Abraham","Laura Theux",294,112,NA
"the human centipede (first sequence)",2009,NA,"Horror",NA,NA,4.4,"Tom Six",NA,"Dieter Laser","Ashley C. Williams"," Ashlynn Yennie","Akihiro Kitamura",75214,92,0.18
"zenra kantoku",2019,NA,"Biography","Drama",NA,7.7,NA,NA,"Takayuki Yamada","Shinnosuke Mitsushima"," Misato Morita","Tokio Emoto",5160,48,NA
"cars 3",2017,NA,"Animation","Adventure","Comedy",6.7,"Brian Fee",NA,"Owen Wilson","Cristela Alonzo"," Chris Cooper","Nathan Fillion",83135,102,152.9
"southpaw",2015,NA,"Action","Crime","Drama",7.4,"Antoine Fuqua",NA,"Jake Gyllenhaal","Rachel McAdams"," Oona Laurence","Forest Whitaker",223775,124,52.42
"the kissing booth 3",2021,NA,"Comedy","Romance",NA,NA,"Vince Marcello",NA,"Joey King","Joel Courtney"," Jacob Elordi","Molly Ringwald",NA,112,NA
"in the shadow of the moon",2019,NA,"Crime","Mystery","Sci-Fi",6.2,"Jim Mickle",NA,"Boyd Holbrook","Cleopatra Coleman"," Bokeem Woodbine","Michael C. Hall",44980,115,NA
"below her mouth",2016,NA,"Drama","Romance",NA,5.5,"April Mullen",NA,"Erika Linder","Natalie Krill"," Sebastian Pigott","Mayko Nguyen",11129,94,NA
"this means war",2012,NA,"Action","Comedy","Romance",6.3,"McG",NA,"Reese Witherspoon","Chris Pine"," Tom Hardy","Til Schweiger",179783,103,54.76
"lawrence of arabia",1962,NA,"Adventure","Biography","Drama",8.3,"David Lean",NA,"Peter O'Toole","Alec Guinness"," Anthony Quinn","Jack Hawkins",276605,228,44.82
"mars attacks!",1996,NA,"Comedy","Sci-Fi",NA,6.3,"Tim Burton",NA,"Jack Nicholson","Pierce Brosnan"," Sarah Jessica Parker","Annette Bening",215049,106,37.77
"sweet girl",2021,NA,"Action","Drama","Thriller",NA,"Brian Andrew Mendoza",NA,"Jason Momoa","Isabela Merced"," Adria Arjona","Amy Brenneman",NA,96,NA
"the guernsey literary and potato peel pie society",2018,NA,"Drama","Romance","War",7.4,"Mike Newell",NA,"Jessica Brown Findlay","Tom Courtenay"," Michiel Huisman","Katherine Parkinson",39672,124,NA
"the spongebob movie: sponge on the run",2020,NA,"Animation","Adventure","Comedy",6,"Tim Hill",NA,"Tim Hill","Clancy Brown"," Bill Fagerbakke","Rodger Bumpass",14375,91,NA
"finding dory",2016,NA,"Animation","Adventure","Comedy",7.3,"Andrew Stanton","
Angus MacLane
","Ellen DeGeneres","Albert Brooks"," Ed O'Neill","Kaitlin Olson",250953,97,486.3
"the wrong missy",2020,NA,"Comedy","Romance",NA,5.7,"Tyler Spindel",NA,"David Spade","Lauren Lapkus"," Nick Swardson","Geoff Pierson",35070,90,NA
"kol",2020,NA,"Crime","Horror","Mystery",7.1,"Chung-Hyun Lee",NA,"Park Shin-Hye","Jeon Jong-seo"," Sung-ryung Kim","Lee El",23350,112,NA
"a second chance: rivals!",2019,NA,"Drama","Family","Sport",5,"Clay Glen",NA,"Emily Morris","Stella Shute"," Adam Tuominen","Carmel Johnson",218,89,NA
"127 hours",2010,NA,"Biography","Drama",NA,7.5,"Danny Boyle",NA,"James Franco","Amber Tamblyn"," Kate Mara","Sean Bott",357144,94,18.34
"jurassic park iii",2001,NA,"Action","Adventure","Sci-Fi",5.9,"Joe Johnston",NA,"Sam Neill","William H. Macy"," Téa Leoni","Alessandro Nivola",302292,92,181.17
"footloose",1984,NA,"Drama","Music","Romance",6.6,"Herbert Ross",NA,"Kevin Bacon","Lori Singer"," John Lithgow","Dianne Wiest",73935,107,80.04
"brooklyn",2015,NA,"Drama","Romance",NA,7.5,"John Crowley",NA,"Saoirse Ronan","Emory Cohen"," Domhnall Gleeson","Jim Broadbent",135157,117,38.32
"the danish girl",2015,NA,"Biography","Drama","Romance",7.1,"Tom Hooper",NA,"Eddie Redmayne","Alicia Vikander"," Amber Heard","Ben Whishaw",171124,119,11.11
"the bad batch",2016,NA,"Action","Horror","Mystery",5.3,"Ana Lily Amirpour",NA,"Suki Waterhouse","Jason Momoa"," Jayda Fink","Keanu Reeves",28243,118,0.18
"shûmatsu no valkyrie",2021,NA,"Animation","Action","Adventure",6.2,NA,NA,"Kellen Goff","Bill Butts"," Paul Castro Jr.","Ryan Colt Levy",3126,24,NA
"penguin bloom",2020,NA,"Drama",NA,NA,6.8,"Glendyn Ivin",NA,"Naomi Watts","Griffin Murray-Johnston"," Andrew Lincoln","Essi Murray-Johnston",7309,95,NA
"je8ileui bam",2021,NA,"Horror","Thriller",NA,5.4,"Kim Tae-hyung",NA,"Lee Sung-min","Park Hae-joon"," Kim Yoo-jeong","Nam Da-reum",1797,115,NA
"now you see me 2",2016,NA,"Action","Adventure","Comedy",6.5,"Jon M. Chu",NA,"Jesse Eisenberg","Mark Ruffalo"," Woody Harrelson","Dave Franco",261079,129,65.08
"the emperor's new groove",2000,NA,"Animation","Adventure","Comedy",7.4,"Mark Dindal",NA,"David Spade","John Goodman"," Eartha Kitt","Patrick Warburton",187523,78,89.3
"deepwater horizon",2016,NA,"Action","Drama","History",7.1,"Peter Berg",NA,"Mark Wahlberg","Kurt Russell"," Douglas M. Griffin","James DuMont",158184,107,61.43
"blue miracle",2021,NA,"Adventure","Biography","Drama",6.7,"Julio Quintana",NA,"Dennis Quaid","Jimmy Gonzales"," Miguel Angel Garcia","Anthony Gonzalez",4816,95,NA
"finding 'ohana",2021,NA,"Action","Adventure","Comedy",6.1,"Jude Weng",NA,"Kea Peahu","Alex Aiono"," Lindsay Watson","Owen Vaccaro",8280,123,NA
"1922",2017,NA,"Crime","Drama","Horror",6.3,"Zak Hilditch",NA,"Thomas Jane","Molly Parker"," Dylan Schmid","Kaitlyn Bernard",56699,102,NA
"hubie halloween",2020,NA,"Comedy","Mystery",NA,5.2,"Steven Brill",NA,"Adam Sandler","Kevin James"," Julie Bowen","Ray Liotta",42044,103,NA
"hold the dark",2018,NA,"Action","Drama","Thriller",5.6,"Jeremy Saulnier",NA,"Jeffrey Wright","Alexander Skarsgård"," James Badge Dale","Riley Keough",34753,125,NA
"boku dake ga inai machi",2016,NA,"Animation","Drama","Fantasy",8.5,NA,NA,"Ben Diskin","Shinnosuke Mitsushima"," Michelle Ruff","Minami Takayama",35113,264,NA
"the dictator",2012,NA,"Comedy",NA,NA,6.4,"Larry Charles",NA,"Sacha Baron Cohen","Anna Faris"," John C. Reilly","Ben Kingsley",287003,83,59.65
"saikojiman gwaenchanha",2020,NA,"Comedy","Drama","Romance",8.8,NA,NA,"Kim Soo-hyun","Seo Ye-Ji"," Oh Jeong-Se","Park Gyuyoung",14079,70,NA
"green room",2015,NA,"Horror","Thriller",NA,7,"Jeremy Saulnier",NA,"Anton Yelchin","Imogen Poots"," Alia Shawkat","Patrick Stewart",112522,95,3.22
"the witcher: nightmare of the wolf",2021,NA,"Animation","Action","Adventure",NA,"Kwang Il Han",NA,"Graham McTavish","Theo James"," Mary McDonnell","Lara Pulver",NA,81,NA
"the post",2017,NA,"Drama",NA,NA,7.2,"Steven Spielberg",NA,"Meryl Streep","Tom Hanks"," Sarah Paulson","Bob Odenkirk",141624,116,81.9
"tonari no totoro",1988,NA,"Animation","Family","Fantasy",8.2,"Hayao Miyazaki",NA,"Hitoshi Takagi","Noriko Hidaka"," Chika Sakamoto","Shigesato Itoi",305790,86,1.11
"the quick and the dead",1995,NA,"Action","Romance","Thriller",6.4,"Sam Raimi",NA,"Sharon Stone","Gene Hackman"," Russell Crowe","Leonardo DiCaprio",88608,107,18.64
"i am all girls",2021,NA,"Crime","Drama","Mystery",5.9,"Donovan Marsh",NA,"Erica Wessels","Hlubi Mboya"," Leshego Molokwane","Nomvelo Makhanya",4331,107,NA
"project power",2020,NA,"Action","Crime","Sci-Fi",6,"Henry Joost","
Ariel Schulman
","Jamie Foxx","Joseph Gordon-Levitt"," Dominique Fishback","Rodrigo Santoro",77538,113,NA
"knocked up",2007,NA,"Comedy","Romance",NA,6.9,"Judd Apatow",NA,"Seth Rogen","Katherine Heigl"," Paul Rudd","Leslie Mann",356979,129,148.73
"the white tiger",2021,NA,"Crime","Drama",NA,7.1,"Ramin Bahrani",NA,"Adarsh Gourav","Rajkummar Rao"," Priyanka Chopra Jonas","Vedant Sinha",51960,125,NA
"malcolm & marie",2021,NA,"Drama","Romance",NA,6.7,"Sam Levinson",NA,"John David Washington","Zendaya",NA,NA,30082,106,NA
"falling inn love",2019,NA,"Comedy","Romance",NA,5.6,"Roger Kumble",NA,"Christina Milian","Adam Demos"," Jeffrey Bowyer-Chapman","Anna Jullienne",17284,98,NA
"dreamgirls",2006,NA,"Drama","Music","Musical",6.5,"Bill Condon",NA,"Beyoncé","Jamie Foxx"," Eddie Murphy","Danny Glover",70985,130,103.37
"smokin' aces",2006,NA,"Action","Comedy","Crime",6.7,"Joe Carnahan",NA,"Jeremy Piven","Ryan Reynolds"," Ray Liotta","Joseph Ruskin",140790,109,35.66
"serenity",2019,NA,"Drama","Mystery","Thriller",5.4,"Steven Knight",NA,"Matthew McConaughey","Anne Hathaway"," Diane Lane","Jason Clarke",38364,106,8.55
"time trap",2017,NA,"Action","Adventure","Mystery",6.3,"Mark Dennis","
Ben Foster
","Reiley McClendon","Cassidy Gifford"," Brianne Howey","Olivia Draguicevich",32322,87,NA
"the professor and the madman",2019,NA,"Biography","Drama",NA,7.3,"Farhad Safinia",NA,"Mel Gibson","Sean Penn"," Eddie Marsan","Natalie Dormer",39678,124,NA
"the gray man",2022,NA,"Action","Thriller",NA,NA,"Anthony Russo","
Joe Russo
","Ana de Armas","Chris Evans"," Ryan Gosling","Jessica Henwick",NA,NA,NA
"dynasty warriors",2021,NA,"Action","Adventure","Fantasy",4.8,"Roy Hin Yeung Chow",NA,"Louis Koo","Kai Wang"," Ray Lui","Justin Cheung",1437,119,NA
"hotel transylvania 3: summer vacation",2018,NA,"Animation","Adventure","Comedy",6.3,"Genndy Tartakovsky",NA,"Adam Sandler","Andy Samberg"," Selena Gomez","Kevin James",62255,97,167.51
"xtremo",2021,NA,"Action","Crime","Drama",5.8,"Daniel Benmayor",NA,"Teo García","Óscar Jaenada"," Óscar Casas","Andrea Duro",3221,111,NA
"triple 9",2016,NA,"Action","Crime","Thriller",6.3,"John Hillcoat",NA,"Casey Affleck","Chiwetel Ejiofor"," Anthony Mackie","Aaron Paul",69234,115,12.63
"dokutaa sutoon",2019,NA,"Animation","Action","Adventure",8.2,NA,NA,"Yûsuke Kobayashi","Manami Numakura"," Gen Satô","Ayumu Murase",13258,23,NA
"okja",2017,NA,"Action","Adventure","Drama",7.3,"Bong Joon Ho",NA,"Tilda Swinton","Paul Dano"," Seo-hyun Ahn","Jake Gyllenhaal",111004,120,NA
"ófærð",2015,NA,"Crime","Drama","Mystery",8.1,NA,NA,"Ólafur Darri Ólafsson","Ilmur Kristjánsdóttir"," Ingvar Sigurdsson","Elva María Birgisdóttir",17309,60,NA
"easy rider",1969,NA,"Adventure","Drama",NA,7.3,"Dennis Hopper",NA,"Peter Fonda","Dennis Hopper"," Jack Nicholson","Antonio Mendoza",104511,95,41.73
"a walk to remember",2002,NA,"Drama","Romance",NA,7.3,"Adam Shankman",NA,"Mandy Moore","Shane West"," Peter Coyote","Daryl Hannah",203383,101,41.23
"moxie",2021,NA,"Comedy","Drama","Music",6.7,"Amy Poehler",NA,"Hadley Robinson","Lauren Tsai"," Alycia Pascual-Pena","Nico Hiraga",20638,111,NA
"to all the boys i've loved before",2018,NA,"Comedy","Drama","Romance",7.1,"Susan Johnson",NA,"Lana Condor","Noah Centineo"," Janel Parrish","Anna Cathcart",94786,99,NA
"lilo & stitch",2002,NA,"Animation","Adventure","Comedy",7.3,"Dean DeBlois","
Chris Sanders
","Daveigh Chase","Chris Sanders"," Tia Carrere","David Ogden Stiers",175052,85,145.79
"zone blanche",2017,NA,"Crime","Drama","Horror",7.5,NA,NA,"Suliane Brahim","Hubert Delattre"," Laurent Capelluto","Samuel Jouy",8771,52,NA
"breakfast at tiffany's",1961,NA,"Comedy","Drama","Romance",7.6,"Blake Edwards",NA,"Audrey Hepburn","George Peppard"," Patricia Neal","Buddy Ebsen",171297,115,NA
"operation finale",2018,NA,"Biography","Drama","History",6.6,"Chris Weitz",NA,"Oscar Isaac","Ben Kingsley"," Mélanie Laurent","Lior Raz",36593,122,17.61
"le guide de la famille parfaite",2021,NA,"Comedy","Drama",NA,6.4,"Ricardo Trogi",NA,"Fayçal Azzouz","Bianca Bellange"," Emilie Bierre","Jean-Carl Boucher",611,102,NA
"locke",2013,NA,"Drama",NA,NA,7.1,"Steven Knight",NA,"Tom Hardy","Olivia Colman"," Ruth Wilson","Andrew Scott",140930,85,1.36
"a cinderella story",2004,NA,"Comedy","Family","Romance",5.9,"Mark Rosman",NA,"Hilary Duff","Chad Michael Murray"," Jennifer Coolidge","Dan Byrd",82876,95,51.44
"to kill a mockingbird",1962,NA,"Crime","Drama",NA,8.3,"Robert Mulligan",NA,"Gregory Peck","John Megna"," Frank Overton","Rosemary Murphy",301591,129,NA
"escape plan",2013,NA,"Action","Thriller",NA,6.7,"Mikael Håfström",NA,"Sylvester Stallone","Arnold Schwarzenegger"," 50 Cent","Vincent D'Onofrio",233030,115,25.13
"algoissjiman",2021,NA,"Drama","Romance",NA,7.7,NA,NA,"So-hee Han","Song Kang"," Han Eu-Ddeum","Lee Ho-jung",472,70,NA
"hachi: a dog's tale",2009,NA,"Biography","Drama","Family",8.1,"Lasse Hallström",NA,"Richard Gere","Joan Allen"," Cary-Hiroyuki Tagawa","Sarah Roemer",263445,93,NA
"gi-eok-ui bam",2017,NA,"Horror","Mystery","Thriller",7.5,"Hang-jun Jang",NA,"Kang Ha-Neul","Yeon Je Hyung"," Mu-Yeol Kim","Na-ra Lee",24377,108,NA
"generazione 56k",2021,NA,"Comedy","Drama","Romance",7.4,NA,NA,"Cristina Cappelli","Azzurra Iacone"," Angelo Spagnoletti","Alfredo Cerrone",1200,30,NA
"geçen yaz",2021,NA,"Drama","Romance",NA,6.4,"Ozan Açiktan",NA,"Fatih Berk Sahin","Ece Çesmioglu"," Halit Özgür Sari","Aslihan Malbora",1663,101,NA
"life of brian",1979,NA,"Comedy",NA,NA,8.1,"Terry Jones",NA,"Graham Chapman","John Cleese"," Michael Palin","Terry Gilliam",378134,94,20.05
"colombiana",2011,NA,"Action","Drama","Thriller",6.4,"Olivier Megaton",NA,"Zoe Saldana","Michael Vartan"," Callum Blue","Jordi Mollà",97146,108,36.67
"resident evil: the final chapter",2016,NA,"Action","Horror","Sci-Fi",5.5,"Paul W.S. Anderson",NA,"Milla Jovovich","Iain Glen"," Ali Larter","Shawn Roberts",87437,107,26.83
"wizards",2020,NA,"Animation","Action","Adventure",8.2,NA,NA,"Colin O'Donoghue","David Bradley"," James Faulkner","Emile Hirsch",2795,233,NA
"the poison rose",2019,NA,"Thriller",NA,NA,4.7,"Francesco Cinquemani","
George Gallo
","John Travolta","Morgan Freeman"," Brendan Fraser","Famke Janssen",7413,98,NA
"i am mother",2019,NA,"Drama","Mystery","Sci-Fi",6.7,"Grant Sputore",NA,"Luke Hawker","Rose Byrne"," Maddie Lenton","Hazel Sandery",81421,113,NA
"my octopus teacher",2020,NA,"Documentary",NA,NA,8.1,"Pippa Ehrlich","
James Reed
","Craig Foster","Tom Foster",NA,NA,42025,85,NA
"dirty grandpa",2016,NA,"Comedy",NA,NA,5.9,"Dan Mazer",NA,"Robert De Niro","Zac Efron"," Zoey Deutch","Aubrey Plaza",117026,102,35.59
"the ridiculous 6",2015,NA,"Action","Adventure","Comedy",4.8,"Frank Coraci",NA,"Adam Sandler","Terry Crews"," Jorge Garcia","Taylor Lautner",46072,119,NA
"#saraitda",2020,NA,"Action","Drama","Horror",6.3,"Il Cho",NA,"Yoo Ah-in","Park Shin-Hye"," Jeon Bae-soo","Hyun-Wook Lee",30530,98,NA
"the duff",2015,NA,"Comedy","Romance",NA,6.5,"Ari Sandel",NA,"Mae Whitman","Bella Thorne"," Robbie Amell","Allison Janney",86929,101,34.02
